Joyrex Tape, The Unreleased tracks is a collection of unreleased tracks by Richard David James better known under his pseudonym Aphex Twin. Although James has never admitted authorship of these tracks at least one of the tracks are alternate versions (possibly demo versions) of tracks featured on the subsequently released Ventolin EP. Reportedly James was having a house party and passed out from enjoying himself a bit too much. One of the guests stole the tape in an attempt to impress a girl.,5
Manzana verde (album), Manzana Verde is the second album by Mexican pop singer Bibi Gaytán. It was released in 1994.Bibi Gaytán was filming the telenovela Dos mujeres un camino alongside former CHiPs star Erik Estrada who played Johnny and Laura León. When production was finished Gaytán married Eduardo Capetillo.,5
Mike Vereb, Michael Mike Vereb is a Republican member of the Pennsylvania House of Representatives representing the 150th legislative district. He was first elected in 2006.Vereb graduated from the Montgomery County Police Academy in 1986 and worked for the West Consohohocken Police Department and in Corporate Security for Comcast and Day and Zimmerman. He served President of the West Norriton Township Board of Commissioners prior to his election to the House of Representatives.,5
University of Montreal, The University of Montreal (French: Université de Montréal) (UdeM) is a public research university in Montreal Quebec Canada. The francophone institution comprises thirteen faculties more than sixty departments and two affiliated schools: the École Polytechnique (School of Engineering) and HEC Montréal (School of Business).,5
Stillwater River (Maine), The Stillwater River is an 11.5-mile-long (18.5 km) side channel of the Penobscot River in Maine. From its source (44°57′59″N 68°38′45″W) in Old Town the Stillwater runs 2.3 miles (3.7 km) northwest along the northeast side of Orson Island the site of the Penobscot Indian Reservation. It then runs 9.2 miles (14.8 km) south along the west sides of Orson and Marsh islands over three dammed falls. The stream rejoins the main stem of the Penobscot in Orono.,5
J. Byrons, Byrons or J. Byrons or Jackson Byrons was an American mid-priced department store chain in Miami Florida.Byrons was founded in 1896 as a pharmacy called Byrons Red Cross. In 1947 the Byrons flagship store on Flagler Street was renamed Byrons Department Store. Pharmacy chain Eckerd Corporation bought J. Byron which at the time comprised 12 stores in 1968.,5
Soap&Skin, Soap&Skin is the experimental musical project of Austrian artist Anja Plaschg (born 5 April 1990).,5
Angst (1976 film), Angst (English: Anguish) is a 1976 Norwegian thriller film directed by Oddvar Bull Tuhus starring Svein Scharffenberg and Eva Sevaldson. Tove (Sevaldson) is babysitting when she receives a threatening phone call.,5
Stan Lee (politician), Joseph Stan Lee (born September 26 1961) is an American politician in the state of Kentucky. He was born in Marion County Kentucky.Lee an attorney attended the University of Kentucky where he received a Bachelor of Science and Juris Doctor.Lee was elected to the Kentucky House of Representatives in 2000 and began his term in 2001. He represents the 45th district as a Republican. He sits on the Judiciary Natural Resources and the Local Government Committees.,5
Mission San Juan Capistrano (Texas), Another mission bearing the name San Juan Capistrano is the Mission San Juan Capistrano in San Juan Capistrano California.Mission San Juan Capistrano (originally christened in 1716 as La Misión San José de los Nazonis and located in East Texas) was founded in 1731 by Spanish Catholics of the Franciscan Order on the eastern banks of the San Antonio River in present-day Bexar County Texas.,5
USS ATA-217, USS ATA-217 was an ATA-214-class tug of the United States Navy built near the end of World War II. Originally laid down as Tesota (YN-95) a net tender of the Ailanthus class she was redesignated as AN-71 a net layer before launch. Before completion the name Tesota was cancelled and the ship was named ATA-217 an unnamed auxiliary ocean tug.,5
Good Times (film), Good Times is a 1967 American musical comedy film starring Sonny & Cher. The film marks the directorial debut of William Friedkin who would go on to direct The French Connection and The Exorcist.,5
Shehy Mountains, The Shehy Mountains (Cnoic na Síofra in Irish meaning Hills of the animal hides) are a range of low mountains situated on the border between County Cork and County Kerry in Ireland.,5
Juan Valdez Cafe, Juan Valdez Café is a multinational coffeehouse chain based in Colombia that specializes in coffee retail. Its purpose is to become a member of the worldwide coffee restaurant business and promote Colombian coffee which is reputed to be the richest coffee in the world ₢. It was created by Colombia's National Federation of Coffee Growers through Procafecol S.A.; the latter being a company established in 2002.,5
Vénus aveugle, Vénus aveugle (Blind Venus) is a 1941 French film melodrama directed by Abel Gance and one of the first films to be undertaken in France during the German occupation. (It is also sometimes cited as La Vénus aveugle.)In the upheaval following the German invasion of France in summer 1940 Abel Gance went to the Free Zone in the south and arranged a contract to make a film at the Victorine studios in Nice.,5
Nice Ass, Nice Ass was the first proper full length album by the band Free Kitten released in 1995 on Kill Rock Stars.,5
The Wistful Widow of Wagon Gap, The Wistful Widow of Wagon Gap is a 1947 film starring the comedy team of Abbott and Costello.,5
South African Class GE 2-8-2+2-8-2, The South African Class GE 2-8-2+2-8-2 of 1925 is a South African steam locomotive from the South African Railways era.Between 1925 and 1931 the South African Railways placed eighteen Class GE Garratt articulated locomotives with a 2-8-2+2-8-2 wheel arrangement in service.,5
Horsfieldia fulva, Horsfieldia fulva is a species of plant in the Myristicaceae family. It is found in Indonesia and Malaysia. It is threatened by habitat loss.,5
Inugami-san to Nekoyama-san, Inugami-san to Nekoyama-san (犬神さんと猫山さん) is a Japanese four-panel yuri manga series by Kuzushiro serialized in Ichijinsha's Comic Yuri Hime since November 18 2011. It has been collected in two tankōbon volumes as of January 2014. An anime television series adaptation by Seven began airing in April 2014.,5
Væting, Væting is a village in Aust-Agder Norway.,5
Mainz Cathedral, Mainz Cathedral or St. Martin's Cathedral (in German Mainzer Dom Martinsdom or - officially - Der Hohe Dom zu Mainz) is located near the historical center and pedestrianized market square of the city of Mainz Germany.,5
Greatest Hits (Robyn Hitchcock album), Greatest Hits is a collection of Robyn Hitchcock material from the A&M period 1988-1992 (which spanned the albums Globe of Frogs Queen Elvis Perspex Island & Respect).The collection also includes various hard-to-find B-Sides which acted as a strong selling point for Hitchcock's fans including Legalized Murder Ruling Class Dark Green Energy and Bright Fresh Flower.,5
Lake Placid (Texas), Lake Placid is a reservoir on the Guadalupe River one half mile (1 km) southwest of the town of Seguin in Guadalupe County Texas. The reservoir was formed in 1928 by the construction of a dam on the river. Management of the dam and lake was assumed by the Guadalupe-Blanco River Authority on May 1 1963. Lake Placid is a venue for outdoor recreation including fishing boating and swimming.,5
Hyundai Dynasty, The Hyundai Dynasty is a premium executive sedan that debuted in 1996. The features of the Dynasty were electronically controlled suspension dual climate control and power memory seats (front and rear). In order to differentiate the Dynasty from its platform-shared Grandeur Hyundai used a different badge (stylized D logo) for Dynasty. The Hyundai Dynasty was produced in Ulsan South Korea and it was discontinued in 2005.,5
East Kent Hospitals University NHS Foundation Trust, East Kent Hospitals University NHS Foundation Trust is a hospital trust with five hospitals - Kent and Canterbury Hospital William Harvey Hospital Queen Elizabeth The Queen Mother Hospital Buckland Hospital and Royal Victoria Hospital - and some outpatient facilities in the East Kent and Medway areas in England.In 2010 East Kent Hospitals were named Trust of the Year 2010 by the healthcare information organisation Dr Foster.In November 2013 the Trust and others in Kent was reported to have infestations of vermin.The Trust with Maidstone and Tunbridge Wells NHS Trust is jointly procuring an electronic patient record system in a contract worth £10m - £40m in December 2013.In April 2014 it was reported that the Trust was looking for a partner to develop a private hospital at the William Harvey Hospital site and enhance the returns from the Spencer private hospital on the Queen Elizabeth The Queen Mother Hospital site with a contract over the next 15 to 15 years.,5
Kruklanki, Kruklanki [kruˈklanki] (German Kruglanken) is a village in Giżycko County Warmian-Masurian Voivodeship in northern Poland. It is the seat of the gmina (administrative district) called Gmina Kruklanki. It lies approximately 12 kilometres (7 mi) north-east of Giżycko and 100 km (62 mi) east of the regional capital Olsztyn.Before 1945 the area was part of Germany (East Prussia).The village has a population of 1100.,5
Bungeishunjū (magazine), Bungeishunjū (文藝春秋) is a leading Japanese monthly magazine.,5
Pectoral Sparrow, The Pectoral Sparrow (Arremon taciturnus) is a species of bird in the Emberizidae family. It is found in Bolivia Brazil Colombia French Guiana Guyana Peru Suriname and Venezuela. Its natural habitat is subtropical or tropical moist lowland forests. The Brazilian name for this species is Tico-tico-de-bico-preto which in translation means Black billed sparrow.,5
Type 041 submarine, The Type 041 submarine (NATO code name Yuan class) is a class of diesel-electric submarine in China's People's Liberation Army Navy. It is China's first AIP powered submarine. This class was first launched at Wuhan Shipyard and is the successor of the Type 039. The official Chinese designation is 039A as the ship is based on the 039 class but as the 039A has very little resemblance to the 039 it is commonly referred to as the Type 041.,5
Palnati Yuddham (1966 film), Palnati Yuddham is a 1966 historical film based on the battle of Palnadu. The film stars N. T. R. and Bhanumati in the lead roles. The film won National Film Award for Best Feature Film in Telugu - certificate of merit in 1967.,5
Hit List (1989 film), Hit List is a 1989 action–thriller movie directed by William Lustig. The tagline for the movie was: They attacked the wrong woman... They kidnapped the wrong child... And they made the wrong man their target. The film was produced by Cinetel Films and Warner Bros. Pictures and was distributed in US theaters by New Line Cinema and in Canadian theaters by Cineplex Odeon Films and on VHS format by RCA/Columbia Pictures Home Video but has been out of print for some time.,5
Fwix, Fwix is a local information company for developers and media publishers. The mission of the company is to index the Web by location specifically by organizing content on the Web by latitude and longitude coordinates. Fwix aggregates in real-time the news events status-updates photos reviews places and other social media in your city.,5
Meredith Post, Meredith Post is an American television writer. When Douglas Marland died in 1993 she was in the running to become Head Writer of ATWT. That title went to Juliet Law Packer and Richard Backus.,5
Bichun-e Pain, Bichun-e Pain (Persian: بيچون پائين‎ also Romanized as Bīchūn-e Pā’īn and Bīchūn Pāīn; also known as Bīchūn-e Soflá) is a village in Valanjerd Rural District in the Central District of Borujerd County Lorestan Province Iran. At the 2006 census its population was 829 in 200 families.,5
Jeff Melcher, Jeff Melcher is a Republican member of the Kansas Senate representing the 11th District since 2013.,5
Lake Sinclair, Lake Sinclair is a man-made lake in central Georgia near Milledgeville. It is operated by Georgia Power.,5
River of Blue Fire, River of Blue Fire is the second book in Tad Williams' acclaimed Otherland Series. It was originally published in 1998 the paperback in 1999.It continues the saga begun in City of Golden Shadow and takes the characters through among others a weird Wizard of Oz simulation a Neanderthal world and a cartoon world.,5
Scorching Sands, Scorching Sands is a 1923 American silent film starring Stan Laurel.,5
Vu (film), Vu is a 2014 Tamil comedy film directed by debutante Ashik a student of Film technology from MGR Govt. Film and TV Institute in Chennai. This film features Thambi Ramiah for first time in lead role alongside newcomers Varun Madhan Gopal Kuran Simile Selva Sathyasai. The film was released in February 7 2014.,5
Rokeby (poem), Rokeby (1813) is a narrative poem in six cantos by Walter Scott. It is set in Teesdale during the English Civil War.,5
NTT Europe Ltd, NTT Europe Ltd was founded in 1988 and has its headquarters in London UK with branch offices in many European locations. It is a wholly owned subsidiary of NTT Communications and is thus part of the NTT Group of companies.,5
Noddy Holder, Neville John Noddy Holder MBE (born 15 June 1946) is an English musician and actor. He was the lead vocalist and guitarist with the rock band Slade.Holder co-wrote most of Slade's material with bassist occasional keyboard player and violinist Jim Lea. Holder has been praised for his distinctive vocal style.,5
Petr Mlsna, Petr Mlsna (born 13 November 1978) is a Czech politician who served as Head of the Government Legislative Council and Minister without Portfolio of the Czech Republic from December 2012 to July 2013. He was appointed to Petr Nečas' Cabinet as an independent on 12 December 2012.,5
Lajos Kossuth, Lajos Kossuth de Udvard et Kossuthfalva (Hungarian: [ˈlɒjoʃ ˈkoʃuːt] archaically English: Louis Kossuth; Ľudovít Košút in Slovak; 19 September 1802 – 20 March 1894) was a Hungarian lawyer journalist politician and Regent-President of the Kingdom of Hungary during the revolution of 1848–49. He was widely honored during his lifetime including in the United Kingdom and the United States as a freedom fighter and bellwether of democracy in Europe.,5
Ben NL, Ben NL or Ben is a Dutch virtual mobile network operated by T-Mobile NL. It offers voice text and data service at highly discounted rates.,5
Holly Throsby, Holly Throsby (born 28 December 1978) is a musician from Sydney Australia. Throsby was nominated for an Australian Recording Industry Association (ARIA) 'Best Female Artist' Award in 2006 for Under the Town and in the same category in 2008 for A Loud Call.,5
Drepanophycus, Drepanophycus is a genus of extinct plants of the Division Lycopodiophyta of Early to Late Devonian age (around 420 to 370 million years ago) found in Eastern Canada and Northeast USA China Russia Egypt and various parts of Northern Europe and Britain.,5
Varcheshmeh, Varcheshmeh (Persian: ورچشمه‎) is a village in Qaleh Qafeh Rural District in the Central District of Minudasht County Golestan Province Iran. At the 2006 census its population was 216 in 50 families.,5
Night Below, Night Below: An Underdark Campaign often known simply as Night Below is a boxed set for the second edition of the Advanced Dungeons & Dragons fantasy role-playing game. The set with the product code TSR 1125 was published in 1995 and was written by Carl Sargent with box cover art by Jeff Easley.,5
Talwarwala, Talwarwala is a Bollywood film. It was released in 1946.,5
The Fatal Englishman, The Fatal Englishman: Three Short Lives is a 1996 biography by Sebastian Faulks published first by Hutchinson. It is a multiple biography of the lives of the artist Christopher Wood airman Richard Hillary and spy Jeremy Wolfenden.,5
Astaneh Ardestan, Astaneh (Persian: استانه‎ also Romanized as Āstāneh) is a village in Hombarat Rural District in the Central District of Ardestan County Isfahan Province Iran. At the 2006 census its population was 60 in 21 families.,5
12 Storeys, 12 Storeys is a 1997 Singaporean dramatic film directed by Eric Khoo. It was screened in the Un Certain Regard section at the 1997 Cannes Film Festival.,5
Stikine River, The Stikine River /stɪˈkiːn/ is a river historically also the Stickeen River approximately 610 km (379 mi) long in northwestern British Columbia in Canada and in southeast Alaska in the United States.,5
Montetinea, Montetinea are a genus of insect belonging to the family Tineidae.,5
Dischord Records, Dischord Records is a Washington D.C.-based independent record label specializing in the independent punk music of the D.C.-area music scene. The label is co-owned by Ian MacKaye and Jeff Nelson who founded Dischord in 1980 to release Minor Disturbance by The Teen Idles. The label is most notable for employing the do-it-yourself ethic producing all of its albums by itself and selling them at discount prices without finance from major distributors.,5
Bradley's Beat, Bradley's Beat is a single by Richard D. James under the alias Bradley Strider. It was the first release on Rephlex Records. Several pressings of the single exist although all three have the same A-sides the B-sides vary on the first two pressings and the third pressing has a grooveless B-side.,5
St. Giles' Church Costock, St. Giles' Church Costock is a parish church in the Church of England in Costock Nottinghamshire.The church is Grade II listed by the Department for Culture Media & Sport as it is a building of special architectural or historic interest.,5
United States lightship LV-117, LV-117 was a lightvessel of the United States Lighthouse Service. Launched in 1931 she operated as the Nantucket lightship south of Nantucket Shoals. Moored south of Nantucket Island Massachusetts the lightship was at the western part of the transatlantic shipping lane and the first lightship encountered by westbound liners approaching New York Harbor. On May 15 1934 one of these liners RMS Olympic rammed and sank LV-117 killing seven of her crew.,5
Anapisa tristigma, Anapisa tristigma is a moth of the Arctiidae family. It was described by Mabille in 1893. It is found in Sierra Leone.,5
Sacred Heart Convent School (Jamshedpur), Sacred Heart Convent School is an English language Catholic Education private school for girl run by Apostolic Carmelite nuns in the city of Jamshedpur India. It is registered under the Indian Societies Registration Act of 1860 under the title The Apostolic Carmel Educational Society.The school has grades from kindergarten to 12th (Plus Two).,5
Frank Ongfiang, Frank Olivier Ongfiang (born 6 April 1985) is a Cameroonian footballer who currently plays for Sriwijaya in the Indonesia Super League.,5
Conospermum incurvum, Conospermum incurvum commonly known as Plume Smokebush is a shrub endemic to Western Australia.,5
David McBride, David B. McBride (born June 23 1942 in Wilmington Delaware) is an American politician and a Democratic member of the Delaware Senate since January 13 1981 representing District 13. McBride has served in the Delaware General Assembly continuously since 1979 in the Delaware House of Representatives until 1981.,5
Kenta Kano, Kenta Kano (Japanese: 狩野 健太 born May 2 1986 in Shizuoka Japan) is a Japanese football player who currently plays for the J-league team Kashiwa Reysol.,5
West Laurens High School, West Laurens High School is a public high school located in Dexter Georgia USA. The school is part of the Laurens County School District which serves Laurens County Georgia.,5
Wrangell Volcanic Field, The Wrangell Volcanic Field is a volcanic field stretching from eastern Alaska in the United States to the southwestern Yukon Territory in Canada. The field includes the four highest volcanoes in the United States Mount Bona Mount Blackburn Mount Sanford and Mount Churchill all of which exceed 15000 ft (4600 m) in elevation.,5
Unwin Range, The Unwin Range are a small mountain range in southwestern British Columbia Canada located on the eastern end of Homfray Channel. It has an area of 142 square kilometres (55 sq mi) and is a subrange of the Pacific Ranges which in turn form part of the Coast Mountains.,5
Guillermo Lasso, Guillermo Alberto Santiago Lasso Mendoza (born 16 November 1955) is an Ecuadorian businessman and politician presidential candidate for the Ecuadorian general election 2013 for the party Creating Opportunities. He arrived in second place with 22.68% of valid votes but as incumbent President Rafael Correa received 57.17% of votes a round-off didn't take place.,5
Diogma, Diogma is a genus of crane fly in the family Cylindrotomidae.,5
Cosette Simon, Cosette Renee Cosy Simon (born June 18 1953) is an American politician business leader and philanthropist. As of June 2006 she was Vice President of Government and Industry Relations at insurance giant Swiss Re.,5
Nepenthes rigidifolia, Nepenthes rigidifolia /nɨˈpɛnθiːz ˌrɪdʒɪdɨˈfoʊliə/ is a tropical pitcher plant endemic to Sumatra where it grows at elevations of 1000–1600 m above sea level.The specific epithet rigidifolia is formed from the Latin words rigidus (rigid) and folia (leaves) and refers to the plant's stiff coriaceous leaf blades. Tahul-tahul has been recorded as a local vernacular name for this species.,5
Parablennius salensis, Parablennius salensis is a species of combtooth blenny found in the eastern central Atlantic ocean near the coasts of Cape Verde. This species reaches a length of 6 centimetres (2.4 in) TL.,5
SeeqPod, SeeqPod was a search and recommendation engine specifically for indexing and finding playable search results including audio video podcasts and Wikipedia articles that were publicly accessible on the World Wide Web. The site claimed to have indexed more than 13 million individual tracks and files. On April 1 2009 SeeqPod filed for bankruptcy protection under chapter 11. The service is currently unavailable.,5
Psidium pedicellatum, Psidium pedicellatum is a species of plant in the Myrtaceae family. It is a fruiting shrub or small tree endemic to Ecuador.,5
Wendell High School, Wendell High School is a four-year public secondary school located in Wendell Idaho U.S.A. It is the main high school operated by the Wendell School District.,5
Matthew and Son (album), Matthew and Son is the first album by English singer-songwriter Cat Stevens. Stevens began writing songs during his early teenage years. His earliest influences included the sound of early British bands like the Beatles and the Rolling Stones influenced by popular American Rhythm and Blues music.,5
USS Groton (SSN-694), USS Groton (SSN-694) a Los Angeles-class submarine was the third ship of the United States Navy to be named for Groton Connecticut. The contract to build her was awarded to the Electric Boat Division of General Dynamics Corporation in Groton Connecticut on 31 January 1971 and her keel was laid down on 3 August 1973. She was launched on 9 October 1976 sponsored by Mrs. Elliot L. Richardson and commissioned on 8 July 1978 with Commander R.,5
Pizzo Rotondo, Pizzo Rotondo is a mountain in the Lepontine Alps. At 3190 metres above sea level it is the highest mountain lying on the border between the cantons of Ticino and Valais as well as the highest summit of the Lepontine Alps lying between Nufenen Pass and Lukmanier Pass.The massif of Piz Rotondo separates the valleys of the upper Rhone (Valais) and upper Ticino.,5
The End of Work, The End of Work: The Decline of the Global Labor Force and the Dawn of the Post-Market Era is a non-fiction book by American economist Jeremy Rifkin published in 1995 by Putnam Publishing Group.,5
Pseudoeriosema, Pseudoeriosema is a genus of flowering plants in the legume family Fabaceae. It belongs to the subfamily Faboideae.,5
Hawaiian grouper, The Hawaiian grouper (Hyporthodus quernus) (formerly known as Epinephelus quernus) is a species of fish in the Serranidae family. A large inquisitive inhabitant endemic to the Hawaiian Archipelago (most common around Midway and Kure Atoll) and Johnston Island. The Hawaiian grouper prefers deep cool waters and has been sighted at 380 ft. It is carnivorous and feeds on fishes and large invertebrates attaining a length and weight of at least 3 feet and 50 pounds.,5
Brusqeulia jacupiranga, Brusqeulia jacupiranga is a species of moth of the Tortricidae family. It is found in Brazil (São Paulo).The wingspan is about 12 mm. The ground colour of the forewings is white with rather large grey suffusions and blackish marginal dots. The markings are grey-black with paler areas. The hindwings are grey but whiter basad.,5
1180 Peachtree, 1180 Peachtree commonly known as the Symphony Tower is a 41-story skyscraper located at 1180 Peachtree Street in the Midtown district of Atlanta Georgia United States. Rising to a height of approximately 657 feet (200 m) the building includes office and retail space in its 351616 square meter of floor area as well as a 1200 space parking deck.,5
Ceresana, Ceresana is an international market research and consultancy company for the industrial sector.It was founded on January 1 2002 by Oliver Kutsch who also is the company's CEO. Ceresana is headquartered in Constance Germany operates branch offices in Vienna and Hong Kong.An interdisciplinary team conducts analyses of various markets related to industrial goods the chemical sector and agriculture.,5
John Campbell (blues guitarist), John Allen Campbell (January 20 1952 – June 13 1993) was an American blues guitarist singer and songwriter who was born in Shreveport Louisiana.,5
BancorpSouth, BancorpSouth Inc. is a bank holding company headquartered in Tupelo Mississippi. As of March 2012 it had nearly $13.3 billion in assets. The company has over 4400 employees.,5
Young Fashioned Ways, Young Fashioned Ways is the 2004 live album by the noted British Folk guitarist singer and songwriter Wizz Jones. It was recorded live at the Kulturwerkstatt in Buer Germany and released on that venue's own label.,5
James C. Spencer, James Clarence Spencer (May 11 1914 – December 25 2009) was a survivor of the Bataan Death March during World War II and a Democratic politician from Athens the seat of Henderson County in east Texas.,5
Yuri Razuvaev, Yuri Razuvaev (also Razuvayev; 10 October 1945 – 21 March 2012) was a Russian chess player and trainer.,5
Data Age, Data Age was a California-based video game company that developed and published titles for the Atari 2600 platform in the mid-1980s. Among their more well-known titles were Journey Escape (a tie-in with the band Journey) and Frankenstein's Monster both published in 1982.,5
Caroline Cellier, Caroline Cellier is a French actress. She has appeared in such films as L'année des méduses (Year of the Jellyfish) La vie l'amour la mort Le zèbre and Le plaisir (et ses petits tracas).,5
Lake Papakeechie, Lake Papakeechie is a small man-made lake of 179 acres (0.72 km²) located in Kosciusko County Indiana United States. The lake is situated south of and drains into Lake Wawasee. The lake is owned by the Papakeechie Protective Association.,5
E L Short, E L Short (born October 2 1925) is a farmer rancher and businessman from Tahoka in Lynn County Texas who is a former Democratic member of both houses of the Texas State Legislature.,5
St. Pius X School Chula Vista, St. Pius X school is an elementary school in Chula Vista California in the Roman Catholic Diocese of San Diego. It is one of two Catholic schools in Chula Vista; the other is St. Rose of Lima school.,5
Clarencia (beetle), Clarencia is a genus of beetles in the family Carabidae containing the following species: Clarencia aliena (Pascoe 1860) Clarencia angusticollis (Macleay 1888) Clarencia breviceps Baehr 2005 Clarencia papua Darlington 1968 Clarencia quadridens Darlington 1968↑,5
Sabine Steinbach, Sabine Steinbach (later Sabine Klemm born 18 July 1952) is a German former swimmer. She competed at the 1968 Summer Olympics in the 200 m and 400 m individual medley events and finished in fourth and third place respectively.,5
Bunium, Bunium is a genus of flowering plants in the Apiaceae with 45 to 50 species.,5
Middle Temple, The Honourable Society of the Middle Temple commonly known simply as Middle Temple is one of the four Inns of Court exclusively entitled to call their members to the English Bar as barristers the others being the Inner Temple Gray's Inn and Lincoln's Inn. It is located in the wider Temple area of London near the Royal Courts of Justice and within the City of London.,5
Braganza (company), Braganza is a holding company owned by Per G. Braathen and his immediate family. Based in Oslo Norway it has several major investments in the transport and tourism industry. Some of the largest investments include Kristiansand Zoo and Amusement Park and Braathens Aviation which owns three Swedish airlines: Golden Air Malmö Aviation and Sverigeflyg.The company was founded in 1938 by Ludvig G. Braathen and his shipping company Ludvig G. Braathens Rederi.,5
L&L Energy, L&L Energy Inc. is an American company headquartered in Seattle Washington. It is in the business of producing processing and selling coal in the People's Republic of China.,5
Cistus salviifolius, Cistus salviifolius common name Sage-leaved Rock Rose or Salvia Cistus is a perennial ligneous plant of the Cistaceae family.,5
Old St. Joseph's Church, Old St. Joseph's Church was the first Roman Catholic church in Philadelphia Pennsylvania U.S. When it was founded in 1733 Old St. Joseph's Church was the only place in the English-speaking world where public celebration of the holy sacrifice of the Mass was permitted by law. In 1734 the right of Catholics to worship in Pennsylvania was challenged. The religious liberty of Catholics was affirmed by the Pennsylvania Provincial Assembly under William Penn's Charter of Privileges. Old St.,5
Cymbiola scottjordani, Cymbiola scottjordani is a species of sea snail a marine gastropod mollusk in the family Volutidae the volutes.,5
Istanbul Bar Association, The Istanbul Bar Association (Turkish: İstanbul Barosu) is a voluntary bar association based in Istanbul Turkey. At 29000 members it is one of the largest bar associations in the world.,5
Tele Time, TeleTime is a Greek local television station serving Western Greece. It includes the prefectures of Achaia Aitoloakarnania Ilia Kefalonia Lefkada and Zakynthos. Its headquarters are in Patras. It offers movies as well as local programs and programs from Greece as well as children's programs and animated series from the United States Australia and the United Kingdom.,5
Ilio DiPaolo, Ilio DiPaolo (November 8 1926–May 10 1995) was an Italian professional wrestler and restaurateur who lived in the Buffalo New York area.,5
Aloysius Akpan Etok, Aloysius Akpan Etok is a Nigerian senator who represents the People's Democratic Party (PDP) in Akwa Ibom State. He became a member of the Nigerian Senate in 2007.,5
St. Patrick's College Thurles, St. Patrick's College Thurles (Irish: Coláiste Phádraig Dúrlas Éileis) is a third level college of education in Thurles Co. Tipperary formerly a seminary the College specialises in Humanities courses in Accounting Business Studies Irish and Religious Studies.,5
Stenophatna, Stenophatna is a genus of Moth in the family Lasiocampidae.,5
Blandfordia nobilis, Blandfordia nobilis commonly known as Christmas Bells is a tufted perennial herb native to eastern Australia. Known as Gadigalbudyari in the Cadigal language of the local Indigenous Australians.,5
Westland Welkin, The Westland Welkin was a British twin-engine heavy fighter from the Westland Aircraft Company designed to fight at extremely high altitudes in the stratosphere; the word welkin meaning the vault of heaven or the upper atmosphere. First conceived in 1940 it was built from 1942–43 in response to the arrival of modified Junkers Ju 86P bombers flying reconnaissance missions that suggested the Luftwaffe might attempt to re-open the bombing of England from high altitude.,5
Saurauia schultzeorum, Saurauia schultzeorum is a species of plant in the Actinidiaceae family. It is endemic to Ecuador. Its natural habitat is subtropical or tropical moist montane forests. It is threatened by habitat loss.,5
Pearl River Community College, Pearl River Community College is a public community college in Poplarville Mississippi USA. It was founded as Pearl River County Agricultural High School in 1909 then became the first junior college in Mississippi in 1921.,5
NRP Adamastor, NRP Adamastor was a cruiser in the Portuguese Navy. She was built in Italy using the revenue of a national subscription made after the British ultimatum to Portugal in 1890. She played an important role in the 5 October 1910 republican revolution being one of the three rebelling cruisers. In 1917 the Adamastor was one of two cruisers sent to Quelimane in Portuguese East Africa.,5
The Fugs (album), The Fugs is a 1966 album by The Fugs described in their AllMusic profile as arguably the first underground rock group of all time. The album charted #95 on Billboard's Top Pop Albums chart. The album was re-released on CD in 1993 as The Fugs Second Album under the Fantasy label with five additional tracks: two live performances and three tracks recorded for Atlantic in 1967 for an album that was never released.,5
Pearson College (United Kingdom), Pearson College is a British private for-profit degree provider based in London owned by Pearson PLC. It was founded in 2012.,5
Terry de Havilland, Terry de Havilland (born 1942) is an English shoe designer often cited as the ‘Rock n Roll Cobbler of the 1970s’ and is most famed for his key part in the ‘Swinging London’ fashion scene with clients including Marianne Faithfull Led Zeppelin Bianca Jagger and David Bowie. His iconic platforms are still worn today by the likes of Kate Moss.,5
Guioa truncata, Guioa truncata is a species of plant in the Sapindaceae family. It is endemic to the Philippines.,5
Mitsubishi Toppo, The Mitsubishi Toppo is a light recreational vehicle (RV) produced by Mitsubishi Motors from 1990 until 2004 derived from their Minica kei car. The name is a portmanteau of the English top (roof) and the Japanese noppo (lanky).Originally named the Mitsubishi Minica Toppo a retro-styled variant was introduced in 1996 called the Mitsubishi Minica Toppo Town Bee. In 1998 a new generation was launched; now referred to as the Mitsubishi Toppo BJ (Big Joy).,5
Mindblossom, Mindblossom is a Canadian Digital Marketing Agency who are owned by Aegis Media and are part of the Isobar network the world’s largest digital marketing network.Based out of Toronto Canada Mindblossom was founded in 2001 and since then have added additional offices in Atlanta Georgia and Montreal Quebec. As of November 2007 Mindblossom operates as a subsidiary of Aegis Media Canada.,5
Dzbonie, Dzbonie [ˈd͡zbɔɲe] is a village in the administrative district of Gmina Opinogóra Górna within Ciechanów County Masovian Voivodeship in east-central Poland. It lies approximately 4 kilometres (2 mi) north of Opinogóra Górna 9 km (6 mi) north-east of Ciechanów and 83 km (52 mi) north of Warsaw.,5
Brenda De Banzie, Brenda Doreen Mignon de Banzie (28 July 1909 – 5 March 1981) was a British actress of stage and screen. She was the daughter of Edward Thomas de Banzie conductor and musical director and his second wife Dorothy (née Lancaster) whom he married in 1908.,5
USS Guardfish (SSN-612), USS Guardfish (SSN-612) a Thresher-class submarine was the second ship of the United States Navy to be named for the guardfish a voracious green and silvery fish with elongated pike-like body and long narrow jaws. The contract to build her was awarded to New York Shipbuilding Corporation in Camden New Jersey on 9 June 1960 and her keel was laid down on 28 February 1961. She was launched on 15 May 1965 sponsored by Mrs. Kenneth E.,5
